order_id,order_date,customer_id,store_id,discount,payment_mode,order_status
8929,10-11-2024,2808,1,0.06,Cash,Returned
8930,25-08-2024,1744,5,0.05,Card,Completed
8931,12-11-2022,2716,4,0.05,Cash,Completed
8932,21-12-2023,3,1,0.02,UPI,Completed
8933,29-08-2024,2163,6,0.16,Card,Completed
8934,20-05-2024,390,2,0.17,Cash,Completed
8935,10-04-2022,2617,3,0.15,Cash,Returned
8936,05-12-2023,736,10,0.08,Card,Returned
8937,07-01-2023,112,5,0.14,Cash,Completed
8938,30-04-2022,1245,3,0.03,Card,Completed
8939,25-09-2022,26,2,0.08,Cash,Returned
8940,10-11-2023,857,2,0.1,UPI,Returned
8941,02-12-2023,2883,4,0.11,UPI,Completed
8942,04-07-2023,155,5,0.14,Cash,Completed
8943,30-09-2024,1475,3,0.09,UPI,Completed
8944,11-08-2023,1257,8,0.07,UPI,Returned
8945,20-01-2022,832,8,0.12,Cash,Completed
8946,30-09-2024,1204,2,0.19,Card,Completed
8947,20-03-2023,301,8,0.02,UPI,Returned
8948,01-03-2024,1238,7,0.16,Cash,Completed
8949,18-02-2023,1896,9,0.16,UPI,Completed
8950,28-02-2024,1483,7,0.2,Cash,Completed
8951,27-01-2023,133,7,0.06,UPI,Completed
8952,08-09-2023,2074,5,0.04,Card,Returned
8953,19-07-2022,2163,8,0.13,Card,Returned
8954,07-03-2022,108,8,0.19,Card,Completed
8955,24-02-2023,578,3,0.1,Card,Completed
8956,12-05-2024,892,2,0.06,Card,Completed
8957,23-07-2022,2013,7,0.01,UPI,Returned
8958,28-01-2022,2152,9,0.12,Cash,Returned
8959,28-06-2023,2258,8,0.1,UPI,Returned
8960,05-01-2024,760,5,0.13,Card,Completed
8961,04-01-2023,2329,2,0.17,Card,Returned
8962,21-11-2022,2176,6,0.17,Cash,Completed
8963,28-10-2024,1058,5,0.14,Card,Completed
8964,19-10-2023,560,7,0.03,UPI,Returned
8965,16-07-2024,125,6,0.16,Cash,Completed
8966,12-07-2022,464,10,0.01,UPI,Completed
8967,22-09-2023,378,7,0.09,Cash,Returned
8968,15-11-2024,579,1,0.01,Card,Completed
8969,10-03-2022,1448,3,0.12,Cash,Returned
8970,23-04-2022,1873,2,0.1,Cash,Completed
8971,19-01-2024,2901,5,0.2,Cash,Returned
8972,01-04-2024,1362,6,0.05,UPI,Returned
8973,13-01-2023,1450,7,0.1,UPI,Completed
8974,21-08-2023,2849,6,0.13,Cash,Returned
8975,19-04-2024,713,8,0.17,UPI,Returned
8976,10-09-2023,610,6,0.07,Cash,Completed
8977,16-03-2023,933,4,0.06,Card,Completed
8978,08-08-2024,2754,5,0.1,Card,Completed
8979,07-04-2024,2710,1,0.19,UPI,Completed
8980,21-05-2022,2220,9,0.19,Card,Returned
8981,22-10-2024,1423,8,0.01,Card,Completed
8982,02-09-2023,2428,1,0.19,Card,Returned
8983,19-04-2022,2334,3,0.19,Card,Completed
8984,23-01-2024,1261,6,0.03,Card,Returned
8985,20-12-2024,2099,5,0.05,Card,Returned
8986,09-09-2024,1588,9,0.12,Card,Completed
8987,27-07-2024,903,5,0.02,Cash,Completed
8988,14-08-2022,2677,8,0.06,Card,Returned
8989,23-08-2024,2237,1,0.04,Cash,Returned
8990,17-05-2022,89,2,0.13,Cash,Completed
8991,02-05-2022,2981,3,0.02,UPI,Completed
8992,06-04-2024,131,8,0.01,UPI,Completed
8993,06-06-2024,2150,8,0.14,Card,Completed
8994,07-04-2023,576,5,0.1,UPI,Completed
8995,03-08-2023,2615,4,0.06,Card,Returned
8996,16-03-2023,2627,1,0.03,Card,Completed
8997,31-12-2024,710,1,0.14,UPI,Returned
8998,06-10-2023,1052,4,0.07,UPI,Returned
8999,29-08-2022,1773,4,0.17,Cash,Completed
9000,01-10-2022,602,2,0,Cash,Completed
9001,06-11-2022,2647,2,0.04,UPI,Returned
9002,16-01-2024,1178,2,0.01,Cash,Completed
9003,17-11-2023,822,10,0.11,Card,Completed
9004,21-08-2022,679,2,0.14,Card,Completed
9005,21-08-2023,1240,1,0.05,Cash,Completed
9006,04-08-2022,2924,4,0.16,Cash,Completed
9007,18-11-2024,1514,2,0.12,Cash,Completed
9008,19-05-2022,1538,1,0.1,Cash,Returned
9009,03-09-2023,2578,3,0.05,Card,Completed
9010,15-01-2024,1547,6,0.04,Card,Completed
9011,27-06-2022,2355,1,0.06,UPI,Completed
9012,15-08-2023,1120,8,0.04,Card,Returned
9013,07-09-2023,1119,10,0.05,Cash,Completed
9014,17-03-2024,2479,3,0.05,UPI,Completed
9015,11-01-2023,2119,4,0.18,Card,Completed
9016,03-10-2023,1305,6,0.16,UPI,Returned
9017,20-01-2023,2450,6,0.19,UPI,Returned
9018,09-11-2023,1419,4,0.03,Card,Completed
9019,19-01-2024,1139,10,0.01,Cash,Returned
9020,25-10-2023,955,4,0.06,Cash,Returned
9021,03-01-2024,35,1,0.04,Cash,Completed
9022,23-06-2023,2418,7,0.11,Card,Returned
9023,19-06-2023,904,1,0.16,Cash,Completed
9024,24-09-2023,888,10,0.2,Card,Returned
9025,19-02-2023,1063,6,0.03,Card,Completed
9026,03-07-2022,1974,2,0.06,Card,Completed
9027,13-08-2023,1814,6,0.08,UPI,Returned
9028,22-02-2023,1922,9,0.02,UPI,Completed
9029,28-03-2024,2426,2,0.05,UPI,Returned
9030,20-07-2023,1626,7,0,Cash,Completed
9031,09-06-2024,493,1,0.04,Cash,Returned
9032,16-12-2024,1601,2,0.05,UPI,Completed
9033,30-01-2023,392,7,0.17,Card,Completed
9034,16-12-2023,730,5,0.01,Cash,Completed
9035,30-04-2024,2649,7,0.06,Card,Completed
9036,19-10-2022,2272,9,0.18,Cash,Completed
9037,20-02-2023,2163,1,0.19,Card,Completed
9038,23-12-2024,1267,3,0.14,Card,Returned
9039,25-06-2022,295,8,0.2,UPI,Completed
9040,03-04-2022,1492,5,0.16,Cash,Completed
9041,07-02-2024,727,10,0.03,UPI,Returned
9042,15-09-2024,2097,6,0.12,Cash,Completed
9043,25-03-2024,2858,1,0.08,UPI,Completed
9044,15-07-2022,613,4,0.06,UPI,Returned
9045,17-11-2024,696,10,0.17,Cash,Completed
9046,30-08-2023,18,8,0.04,UPI,Completed
9047,08-03-2022,2799,10,0,Cash,Completed
9048,19-10-2024,830,9,0.07,Cash,Completed
9049,05-08-2022,749,5,0.08,UPI,Completed
9050,13-08-2022,2266,2,0.08,Cash,Completed
9051,17-05-2024,1985,5,0.15,UPI,Completed
9052,01-04-2024,1339,2,0.16,Cash,Completed
9053,27-04-2022,1544,3,0.06,UPI,Completed
9054,14-02-2024,2143,7,0.07,Card,Returned
9055,29-09-2022,666,6,0.14,UPI,Returned
9056,26-01-2022,1346,6,0.1,Card,Completed
9057,05-12-2024,872,3,0.08,UPI,Returned
9058,04-06-2022,497,6,0.08,Card,Completed
9059,20-10-2023,1803,9,0.19,UPI,Completed
9060,24-06-2024,1734,8,0.09,Card,Completed
9061,01-04-2022,1065,8,0.06,UPI,Completed
9062,23-06-2022,380,10,0.07,Card,Returned
9063,13-11-2024,1215,5,0.15,UPI,Completed
9064,20-11-2022,1257,10,0.12,Cash,Returned
9065,08-06-2022,104,4,0.09,Card,Returned
9066,01-12-2023,2408,1,0.07,UPI,Completed
9067,03-12-2024,16,7,0.2,Cash,Completed
9068,01-01-2024,1272,5,0.12,Cash,Completed
9069,16-01-2022,2406,1,0.07,UPI,Completed
9070,12-01-2024,38,5,0.14,Cash,Returned
9071,14-09-2024,1408,5,0.09,Cash,Completed
9072,19-11-2023,1618,7,0.2,Card,Completed
9073,03-11-2022,2422,3,0.11,UPI,Completed
9074,28-09-2022,364,4,0.02,Card,Completed
9075,06-09-2022,2866,5,0.02,Card,Completed
9076,18-05-2022,645,4,0.02,Cash,Completed
9077,05-03-2022,1140,4,0.15,Card,Completed
9078,26-10-2022,912,8,0.18,Cash,Completed
9079,19-02-2023,1151,8,0.08,UPI,Completed
9080,05-08-2023,616,9,0,Cash,Completed
9081,07-10-2023,2422,4,0.05,UPI,Completed
9082,16-03-2023,337,1,0.1,Cash,Completed
9083,26-07-2023,389,8,0.04,Card,Returned
9084,17-04-2023,2751,10,0.15,Cash,Returned
9085,19-11-2023,1580,8,0.16,Card,Returned
9086,18-04-2022,2490,4,0.08,Card,Returned
9087,15-10-2022,355,8,0.2,Cash,Completed
9088,04-04-2023,1001,6,0.15,Card,Completed
9089,03-11-2023,27,4,0.04,Cash,Completed
9090,31-08-2022,2224,6,0.15,Card,Completed
9091,14-12-2024,1023,1,0.11,Cash,Completed
9092,23-06-2024,802,3,0.19,Card,Returned
9093,09-09-2022,2663,5,0.08,Card,Completed
9094,06-09-2022,1544,1,0.17,UPI,Completed
9095,30-12-2022,2005,9,0.09,UPI,Completed
9096,26-05-2024,2038,3,0.1,Cash,Returned
9097,17-10-2022,152,10,0.15,Card,Completed
9098,17-11-2022,1860,9,0.09,Card,Returned
9099,18-06-2022,1835,1,0.06,Card,Completed
9100,11-12-2024,1965,10,0.02,Card,Completed
9101,16-01-2024,607,2,0.19,Card,Returned
9102,22-01-2022,357,4,0.07,Card,Completed
9103,07-04-2023,1064,1,0.01,Card,Completed
9104,09-09-2023,1390,6,0.13,UPI,Returned
9105,12-10-2023,2632,2,0.01,Cash,Returned
9106,05-02-2024,151,2,0.09,UPI,Completed
9107,20-05-2024,781,7,0.09,Cash,Completed
9108,17-06-2024,777,8,0.13,Card,Completed
9109,20-02-2022,2224,9,0.06,UPI,Completed
9110,26-03-2024,2701,6,0.11,UPI,Completed
9111,19-03-2023,1058,10,0.16,UPI,Completed
9112,27-04-2024,2469,5,0.17,Cash,Completed
9113,22-11-2024,280,10,0.14,Card,Completed
9114,30-03-2024,834,4,0.01,Card,Completed
9115,17-11-2022,736,4,0.19,Cash,Returned
9116,22-06-2024,1825,5,0.15,Cash,Completed
9117,31-01-2024,2071,6,0.05,UPI,Completed
9118,01-06-2024,2689,2,0.08,Cash,Returned
9119,09-08-2023,1312,7,0.11,Cash,Completed
9120,01-02-2023,630,5,0.14,Cash,Completed
9121,26-06-2022,1351,1,0.19,Cash,Completed
9122,03-01-2024,335,3,0.07,Card,Completed
9123,29-07-2022,1439,2,0.18,Card,Completed
9124,29-12-2022,875,9,0.15,Card,Returned
9125,29-10-2023,1295,10,0.03,Cash,Completed
9126,12-12-2024,1205,6,0.18,Cash,Returned
9127,27-08-2024,2385,8,0.03,Card,Completed
9128,12-08-2023,1804,3,0.08,UPI,Completed
9129,29-04-2022,664,10,0.1,Cash,Completed
9130,09-08-2023,2144,3,0.03,Cash,Returned
9131,25-06-2022,996,10,0.07,UPI,Returned
9132,01-03-2022,1464,7,0.02,UPI,Returned
9133,22-01-2023,2803,9,0.12,UPI,Completed
9134,10-03-2023,1230,8,0.13,Card,Returned
9135,31-08-2022,2288,7,0.03,Cash,Returned
9136,06-12-2023,1081,3,0.04,UPI,Returned
9137,22-12-2022,2604,10,0.01,Card,Returned
9138,31-05-2022,1758,9,0.13,Cash,Completed
9139,28-02-2024,930,6,0.05,Card,Returned
9140,28-09-2024,2539,3,0.05,Card,Returned
9141,10-08-2022,1210,5,0.14,Cash,Completed
9142,15-09-2022,347,8,0.06,Cash,Completed
9143,09-01-2023,1120,4,0.12,Cash,Returned
9144,07-04-2023,1614,2,0.06,Card,Completed
9145,06-10-2023,1624,2,0.03,UPI,Completed
9146,13-04-2024,1898,4,0.09,Cash,Returned
9147,26-02-2022,2455,4,0.11,UPI,Completed
9148,09-12-2023,973,5,0.07,Cash,Completed
9149,23-01-2022,88,7,0.13,UPI,Completed
9150,16-03-2024,1571,4,0.09,Cash,Completed
9151,25-10-2024,1219,2,0,UPI,Returned
9152,29-12-2022,690,1,0.03,Card,Completed
9153,03-09-2022,481,10,0.09,Cash,Returned
9154,28-01-2024,2614,8,0.18,Card,Completed
9155,03-06-2023,1727,6,0.13,Cash,Returned
9156,11-06-2022,1840,1,0.08,Card,Completed
9157,24-03-2023,2279,1,0.13,Card,Returned
9158,21-07-2024,2928,10,0.15,UPI,Completed
9159,05-01-2024,226,4,0.1,UPI,Completed
9160,10-04-2023,682,9,0.1,Card,Completed
9161,17-11-2023,162,10,0.15,Cash,Completed
9162,18-03-2023,2068,2,0.1,UPI,Completed
9163,17-03-2022,975,8,0.12,Cash,Completed
9164,02-12-2024,2454,7,0.09,UPI,Completed
9165,26-02-2024,597,5,0.15,UPI,Completed
9166,28-06-2023,1218,6,0.05,Card,Completed
9167,14-09-2022,664,9,0.11,UPI,Returned
9168,03-07-2022,1057,8,0.09,Cash,Completed
9169,21-10-2022,1715,9,0.03,Cash,Completed
9170,14-09-2022,461,5,0.16,Cash,Completed
9171,01-05-2023,2722,4,0.03,Cash,Returned
9172,05-08-2024,319,6,0.06,UPI,Completed
9173,17-05-2022,1067,3,0.07,Card,Completed
9174,16-06-2024,2713,3,0.07,Cash,Completed
9175,07-11-2024,667,1,0.16,Cash,Completed
9176,05-12-2023,2716,3,0.14,UPI,Completed
9177,21-11-2024,2128,4,0.17,Card,Returned
9178,12-06-2022,1881,9,0.03,UPI,Completed
9179,14-03-2022,2134,4,0.01,Cash,Completed
9180,22-11-2022,1178,2,0.13,Cash,Completed
9181,28-11-2023,297,2,0.19,Cash,Completed
9182,22-03-2022,1764,4,0.18,Cash,Completed
9183,11-11-2022,443,1,0.19,UPI,Completed
9184,24-02-2024,2553,9,0.08,UPI,Completed
9185,22-10-2024,22,5,0.02,Card,Completed
9186,10-06-2023,2830,4,0.03,UPI,Completed
9187,09-02-2023,93,8,0.14,Cash,Completed
9188,26-07-2022,1534,8,0.12,UPI,Completed
9189,07-07-2023,904,7,0.09,Card,Completed
9190,17-07-2022,1853,3,0.15,Cash,Completed
9191,05-06-2023,470,8,0.19,Card,Completed
9192,01-08-2023,17,8,0.09,UPI,Completed
9193,05-02-2023,549,2,0.09,UPI,Returned
9194,29-10-2022,1871,7,0,Cash,Completed
9195,01-12-2022,618,6,0,Cash,Completed
9196,08-06-2024,657,6,0.11,Cash,Completed
9197,03-02-2022,599,2,0.2,Cash,Completed
9198,06-07-2024,2979,6,0.06,UPI,Returned
9199,29-08-2022,2874,9,0.14,UPI,Completed
9200,25-04-2024,1109,7,0.13,Card,Completed
9201,30-08-2023,2122,2,0.17,UPI,Completed
9202,27-10-2024,909,10,0.02,Cash,Completed
9203,03-12-2024,720,6,0.06,Card,Completed
9204,01-09-2023,1981,8,0.2,Card,Returned
9205,21-06-2024,2835,6,0.04,Card,Completed
9206,17-10-2022,1567,10,0.14,Card,Completed
9207,25-05-2022,262,2,0.01,UPI,Completed
9208,31-10-2024,222,8,0.08,Cash,Completed
9209,24-12-2024,2248,2,0.12,Cash,Returned
9210,04-11-2024,190,10,0.02,Cash,Returned
9211,23-05-2024,2023,7,0.08,Cash,Returned
9212,24-12-2023,2022,3,0.18,Card,Completed
9213,18-05-2023,771,9,0.14,Cash,Completed
9214,27-05-2022,970,8,0.15,Card,Completed
9215,22-09-2023,668,3,0.14,UPI,Completed
9216,24-03-2023,56,5,0.15,Cash,Returned
9217,31-03-2024,1899,3,0.07,Card,Completed
9218,30-07-2022,1469,9,0.01,Cash,Completed
9219,07-01-2023,1832,7,0.03,Card,Completed
9220,29-04-2024,2946,2,0.01,UPI,Returned
9221,08-08-2022,521,9,0.01,UPI,Returned
9222,20-09-2023,1802,5,0.18,Card,Completed
9223,04-03-2022,792,3,0.02,UPI,Completed
9224,01-03-2022,595,5,0.04,Cash,Completed
9225,22-08-2024,1120,9,0.19,Cash,Completed
9226,16-04-2024,233,7,0.18,Cash,Completed
9227,14-05-2024,736,3,0,Card,Completed
9228,07-09-2023,1105,5,0.02,Cash,Completed
9229,22-05-2024,2434,1,0.02,UPI,Completed
9230,09-05-2022,2654,9,0.05,UPI,Completed
9231,29-06-2023,2880,4,0.16,Card,Completed
9232,10-05-2022,1427,4,0.19,UPI,Completed
9233,18-03-2024,2824,6,0.06,Cash,Completed
9234,03-04-2023,378,7,0.08,Card,Completed
9235,03-09-2023,1687,5,0.15,UPI,Completed
9236,22-05-2023,1735,7,0.04,UPI,Returned
9237,27-04-2024,627,8,0.18,Cash,Completed
9238,08-04-2022,1209,4,0.18,UPI,Returned
9239,19-06-2022,800,8,0.19,Cash,Returned
9240,29-09-2023,2983,10,0.07,UPI,Returned
9241,30-07-2022,1152,9,0.06,UPI,Completed
9242,08-04-2024,2809,3,0.03,UPI,Returned
9243,24-02-2023,365,7,0.06,UPI,Completed
9244,01-10-2024,417,2,0,UPI,Completed
9245,18-05-2023,2197,10,0.11,UPI,Completed
9246,15-12-2023,1946,2,0.06,UPI,Returned
9247,14-03-2022,1117,2,0.14,Card,Completed
9248,04-10-2022,1108,9,0.09,UPI,Completed
9249,18-08-2024,1710,4,0.05,Card,Returned
9250,27-08-2022,1963,6,0.01,Card,Returned
9251,16-02-2024,2885,5,0.18,Card,Completed
9252,27-11-2022,1002,9,0.12,Card,Completed
9253,02-09-2022,2527,7,0.2,Cash,Completed
9254,03-06-2022,389,5,0.09,Cash,Completed
9255,25-08-2022,2153,2,0,Card,Completed
9256,18-08-2022,749,7,0.01,UPI,Completed
9257,21-02-2024,2123,7,0.1,Cash,Completed
9258,28-06-2024,1879,8,0.05,Cash,Completed
9259,20-09-2023,1071,1,0.15,Card,Completed
9260,25-09-2022,2774,5,0.01,Card,Completed
9261,12-12-2022,2247,9,0.1,Card,Returned
9262,15-06-2023,1466,5,0.11,Card,Completed
9263,05-11-2022,1986,8,0,UPI,Completed
9264,12-11-2022,544,6,0.15,Card,Completed
9265,26-06-2023,1483,8,0.12,Cash,Completed
9266,13-06-2024,1297,5,0.01,Cash,Returned
9267,30-11-2022,1395,2,0.06,Cash,Completed
9268,08-01-2023,325,7,0.19,UPI,Completed
9269,02-04-2024,2509,4,0.01,Card,Completed
9270,05-11-2024,2078,2,0.1,Cash,Returned
9271,28-03-2022,1807,1,0.02,Cash,Completed
9272,07-07-2022,35,1,0.02,Cash,Returned
9273,26-04-2023,1436,2,0.17,Cash,Returned
9274,30-01-2022,2767,3,0.16,UPI,Completed
9275,12-05-2023,2979,1,0.16,Cash,Completed
9276,19-06-2024,2106,7,0,Card,Completed
9277,25-02-2023,687,5,0.04,Cash,Completed
9278,13-05-2023,2451,1,0.11,Cash,Returned
9279,26-09-2022,1225,10,0.18,Card,Completed
9280,19-04-2022,2191,8,0.02,Card,Completed
9281,23-02-2022,221,9,0.08,UPI,Completed
9282,30-10-2023,534,1,0.1,Card,Completed
9283,03-10-2022,544,5,0.08,Card,Completed
9284,17-03-2022,2415,5,0.16,Card,Completed
9285,13-07-2023,2720,10,0.17,UPI,Completed
9286,18-04-2022,2669,8,0.08,Card,Completed
9287,31-08-2022,1049,9,0.09,UPI,Completed
9288,15-04-2023,1234,6,0.04,Cash,Completed
9289,13-09-2024,1089,8,0.09,UPI,Returned
9290,08-07-2022,2755,9,0.16,UPI,Completed
9291,13-06-2023,1140,9,0.08,Cash,Completed
9292,27-10-2024,489,7,0.19,Card,Returned
9293,07-06-2024,2381,2,0.13,Card,Completed
9294,06-03-2024,2284,4,0.05,Card,Returned
9295,23-12-2023,924,8,0.01,Cash,Completed
9296,24-05-2024,1515,3,0.13,Card,Completed
9297,25-11-2023,468,5,0.12,Cash,Completed
9298,09-08-2023,2275,10,0.2,Card,Completed
9299,27-04-2022,610,1,0.1,Card,Completed
9300,10-06-2023,1481,8,0.04,UPI,Returned
9301,05-01-2022,2225,1,0.12,Card,Completed
9302,25-02-2022,53,5,0.19,UPI,Returned
9303,13-03-2024,574,9,0.17,Card,Completed
9304,21-06-2024,1609,8,0.14,Card,Completed
9305,09-11-2022,437,2,0.08,Card,Completed
9306,08-04-2023,2605,3,0.09,UPI,Completed
9307,22-08-2023,2568,1,0.08,Cash,Completed
9308,09-07-2023,1811,8,0.1,UPI,Completed
9309,14-09-2022,1885,1,0.13,Cash,Completed
9310,22-05-2024,2542,8,0.05,Cash,Completed
9311,28-06-2023,2654,4,0.1,Card,Completed
9312,19-10-2022,760,8,0.14,UPI,Completed
9313,14-11-2023,1639,7,0.02,UPI,Completed
9314,12-10-2022,2680,7,0.09,UPI,Completed
9315,16-12-2024,1241,6,0.19,Cash,Completed
9316,11-01-2024,1557,9,0.16,Cash,Completed
9317,31-10-2024,899,9,0.04,Card,Returned
9318,27-09-2022,2757,8,0.08,Card,Returned
9319,11-11-2023,2277,2,0.04,Cash,Completed
9320,21-01-2022,1294,2,0.09,UPI,Completed
9321,04-08-2024,2208,6,0.19,Cash,Returned
9322,27-04-2023,852,5,0.15,UPI,Returned
9323,03-03-2023,9,5,0.09,Cash,Returned
9324,16-04-2024,2237,3,0.18,Cash,Completed
9325,27-12-2023,323,8,0.2,UPI,Completed
9326,04-06-2023,2369,3,0.02,Card,Completed
9327,01-08-2023,2326,4,0.11,Card,Completed
9328,03-06-2022,2099,1,0.19,Cash,Completed
9329,09-05-2024,1241,2,0.09,Cash,Completed
9330,09-05-2023,2169,7,0.02,Cash,Returned
9331,27-07-2024,402,3,0.13,Card,Completed
9332,03-08-2023,1840,4,0.01,UPI,Completed
9333,10-02-2024,1965,2,0.08,Card,Completed
9334,06-03-2024,123,10,0.07,UPI,Returned
9335,12-11-2024,1239,4,0.14,UPI,Completed
9336,31-01-2022,1436,5,0.19,UPI,Completed
9337,21-08-2024,830,6,0.06,Card,Completed
9338,26-04-2022,1681,4,0,UPI,Completed
9339,14-08-2023,1428,6,0.02,UPI,Completed
9340,03-09-2022,444,9,0.02,UPI,Completed
9341,28-12-2022,820,8,0.07,Cash,Completed
9342,12-12-2022,295,7,0.03,UPI,Returned
9343,12-08-2022,74,3,0.09,UPI,Completed
9344,20-07-2024,2846,6,0.19,Card,Completed
9345,28-07-2023,1406,4,0.14,UPI,Completed
9346,11-11-2024,110,7,0.06,UPI,Completed
9347,26-01-2022,866,2,0.01,Cash,Completed
9348,01-04-2023,2757,5,0.07,Cash,Completed
9349,05-11-2023,2770,6,0.07,Cash,Completed
9350,13-09-2023,2041,9,0.19,UPI,Completed
9351,24-06-2022,505,10,0.02,Card,Completed
9352,01-03-2022,1100,10,0.16,UPI,Returned
9353,09-10-2024,1591,6,0.13,UPI,Completed
9354,28-10-2023,856,8,0.05,Cash,Returned
9355,11-04-2024,1499,8,0.15,Card,Completed
9356,31-03-2023,1757,5,0.1,Card,Completed
9357,25-12-2024,413,2,0.04,Cash,Completed
9358,24-06-2023,2757,4,0.01,Cash,Completed
9359,02-02-2024,435,7,0.18,Card,Completed
9360,10-03-2024,2395,4,0.05,Card,Returned
9361,18-11-2024,1738,7,0.03,Card,Completed
9362,02-12-2022,2291,6,0.19,Card,Completed
9363,15-04-2022,2170,10,0.11,Cash,Completed
9364,31-05-2023,2788,1,0.02,Cash,Completed
9365,22-09-2022,985,4,0.19,Card,Completed
9366,02-01-2023,2800,4,0.1,Cash,Completed
9367,20-08-2023,695,3,0.11,Card,Returned
9368,14-08-2022,1395,2,0.02,UPI,Completed
9369,07-08-2022,1992,10,0.05,Card,Completed
9370,04-03-2023,2581,8,0.17,Cash,Completed
9371,01-04-2022,2836,4,0.15,Cash,Completed
9372,21-03-2024,2678,8,0.16,UPI,Returned
9373,22-12-2024,2172,3,0.15,UPI,Returned
9374,24-12-2024,117,7,0.03,UPI,Completed
9375,24-12-2023,887,2,0.11,UPI,Returned
9376,25-11-2022,2635,1,0.2,Card,Completed
9377,23-09-2023,2089,7,0.17,UPI,Completed
9378,25-08-2022,18,6,0.04,UPI,Returned
9379,21-08-2024,2990,3,0.08,Card,Completed
9380,20-04-2022,2707,6,0.2,Cash,Returned
9381,25-02-2023,2713,10,0.17,Cash,Completed
9382,05-03-2023,192,10,0.17,UPI,Completed
9383,13-07-2023,2480,2,0.1,Cash,Completed
9384,28-01-2022,2630,9,0.16,Cash,Completed
9385,25-03-2023,205,8,0.19,UPI,Returned
9386,22-06-2022,2469,7,0.13,Cash,Returned
9387,23-01-2022,1782,4,0.11,Cash,Completed
9388,28-05-2024,1217,4,0.16,Cash,Completed
9389,03-06-2022,1332,8,0.19,UPI,Returned
9390,17-11-2022,1240,10,0.06,UPI,Completed
9391,26-03-2022,188,5,0.15,Card,Returned
9392,16-09-2023,1010,8,0.13,Card,Completed
9393,13-06-2024,2316,1,0.15,UPI,Completed
9394,09-07-2023,1144,6,0.14,UPI,Completed
9395,20-11-2023,1339,7,0.01,Cash,Completed
9396,10-09-2022,2231,9,0.06,Card,Completed
9397,22-07-2022,2336,7,0.14,UPI,Completed
9398,15-05-2023,129,9,0.13,UPI,Completed
9399,27-06-2023,1933,10,0.08,Card,Completed
9400,11-11-2024,855,2,0,Card,Returned
9401,08-01-2023,2113,8,0.1,Card,Completed
9402,26-04-2022,1503,1,0.12,Card,Returned
9403,17-04-2024,536,8,0.15,Card,Completed
9404,21-01-2023,631,2,0.06,UPI,Completed
9405,31-03-2024,884,5,0.19,UPI,Returned
9406,18-01-2024,2498,4,0.11,Card,Completed
9407,14-06-2023,2605,4,0.02,UPI,Returned
9408,20-11-2024,1308,1,0.09,Cash,Completed
9409,11-01-2024,2024,4,0.13,UPI,Completed
9410,04-03-2024,2469,8,0.16,Card,Returned
9411,22-04-2024,694,10,0.05,Card,Completed
9412,16-09-2023,2207,9,0.09,Card,Completed
9413,17-09-2023,144,2,0.08,UPI,Returned
9414,02-08-2024,1266,9,0.17,Card,Completed
9415,02-04-2022,1030,8,0.02,Card,Completed
9416,29-02-2024,2120,5,0.14,Cash,Completed
9417,30-01-2024,878,6,0.15,UPI,Completed
9418,04-12-2024,2174,6,0.18,UPI,Completed
9419,24-10-2022,180,6,0.17,Card,Completed
9420,01-08-2022,1036,10,0.04,Cash,Returned
9421,26-11-2024,900,4,0.02,Card,Returned
9422,20-01-2024,2333,3,0.05,Card,Completed
9423,10-11-2024,2510,7,0.13,Cash,Completed
9424,26-09-2022,2040,10,0.02,Card,Returned
9425,22-02-2023,2969,9,0.05,UPI,Returned
9426,06-12-2024,675,3,0.19,Card,Completed
9427,31-03-2024,815,10,0.06,Cash,Completed
9428,01-10-2024,627,2,0.01,UPI,Completed
9429,10-02-2024,2019,1,0.05,Cash,Completed
9430,08-02-2024,295,6,0.12,Card,Completed
9431,24-05-2022,391,5,0.04,Card,Completed
9432,01-10-2023,2683,3,0.05,Card,Returned
9433,29-12-2023,50,3,0.07,UPI,Completed
9434,30-08-2022,1132,10,0.09,Card,Returned
9435,04-09-2023,2115,4,0.18,Cash,Returned
9436,08-07-2024,1198,2,0.05,Card,Completed
9437,30-09-2023,1907,4,0.09,UPI,Completed
9438,24-04-2023,441,6,0.06,Card,Completed
9439,27-01-2023,1793,7,0.04,Card,Completed
9440,19-05-2024,602,1,0.12,UPI,Completed
9441,19-02-2024,830,4,0.18,UPI,Completed
9442,14-04-2023,2862,7,0.16,Cash,Returned
9443,03-05-2024,356,2,0.03,Cash,Returned
9444,25-03-2024,234,4,0.06,Cash,Completed
9445,18-05-2024,1110,2,0.17,UPI,Returned
9446,09-11-2024,1356,6,0.14,Card,Returned
9447,15-03-2023,2651,7,0.03,UPI,Completed
9448,19-09-2024,1309,10,0.11,Cash,Returned
9449,11-11-2023,1679,3,0.02,Cash,Returned
9450,21-03-2022,2577,4,0.1,UPI,Completed
9451,08-10-2024,882,10,0.16,Card,Completed
9452,18-04-2023,1740,6,0.2,Card,Completed
9453,29-04-2024,120,10,0.1,Card,Completed
9454,29-12-2022,513,10,0.01,UPI,Completed
9455,07-04-2023,1692,2,0.01,Cash,Completed
9456,05-09-2023,2554,10,0.12,UPI,Returned
9457,25-05-2024,290,4,0.08,Cash,Completed
9458,15-06-2022,2880,1,0.09,UPI,Completed
9459,20-11-2024,700,6,0.14,Cash,Completed
9460,26-07-2023,2339,1,0.03,UPI,Completed
